code,FECHA,FALLECIDOS,target_multifatal,person_row_count,person_deceased_count,target_rebuilt_from_personas,deceased_equals_target_count,rows_cover_deceased,target_identity
A-2022-11-16,2022-11-13,1,0,1,1,0,True,True,True
A-2022-11-233,2022-11-13,1,0,2,1,0,True,True,True
A-2022-11-52,2022-11-13,2,1,3,2,1,True,True,True
A-2022-11-45,2022-11-13,1,0,3,1,0,True,True,True
A-2022-11-142,2022-11-13,1,0,1,1,0,True,True,True
A-2022-11-162,2022-11-14,1,0,2,1,0,True,True,True
A-2022-11-101,2022-11-14,1,0,2,1,0,True,True,True
A-2022-11-168,2022-11-14,2,1,8,2,1,True,True,True
A-2022-11-187,2022-11-14,1,0,2,1,0,True,True,True
A-2022-11-89,2022-11-14,1,0,1,1,0,True,True,True
A-2022-11-23,2022-11-15,1,0,1,1,0,True,True,True
A-2022-11-143,2022-11-15,1,0,2,1,0,True,True,True
A-2022-11-53,2022-11-15,1,0,2,1,0,True,True,True
A-2022-11-144,2022-11-15,1,0,2,1,0,True,True,True
A-2022-11-145,2022-11-16,1,0,3,1,0,True,True,True
A-2022-11-84,2022-11-16,1,0,2,1,0,True,True,True
A-2022-11-123,2022-11-16,1,0,1,1,0,True,True,True
A-2022-11-126,2022-11-16,1,0,7,1,0,True,True,True
A-2022-11-44,2022-11-16,2,1,2,2,1,True,True,True
A-2022-11-166,2022-11-16,1,0,1,1,0,True,True,True
A-2022-11-146,2022-11-16,1,0,3,1,0,True,True,True
A-2022-11-188,2022-11-16,1,0,2,1,0,True,True,True
A-2022-11-7,2022-11-17,1,0,2,1,0,True,True,True
A-2022-11-31,2022-11-17,1,0,2,1,0,True,True,True
A-2022-11-54,2022-11-17,2,1,3,2,1,True,True,True
A-2022-12-226,2022-11-18,1,0,1,1,0,True,True,True
A-2022-11-242,2022-11-18,1,0,3,1,0,True,True,True
A-2022-11-92,2022-11-18,1,0,2,1,0,True,True,True
A-2022-11-102,2022-11-18,1,0,2,1,0,True,True,True
A-2022-11-85,2022-11-18,11,1,28,11,1,True,True,True
A-2022-11-147,2022-11-18,1,0,2,1,0,True,True,True
A-2022-11-22,2022-11-19,1,0,2,1,0,True,True,True
A-2022-11-46,2022-11-19,1,0,1,1,0,True,True,True
A-2022-11-148,2022-11-19,1,0,3,1,0,True,True,True
A-2022-11-8,2022-11-19,1,0,2,1,0,True,True,True
A-2022-11-241,2022-11-19,1,0,2,1,0,True,True,True
A-2022-11-167,2022-11-19,1,0,1,1,0,True,True,True
A-2022-11-86,2022-11-19,2,1,3,2,1,True,True,True
A-2022-11-10,2022-11-19,1,0,2,1,0,True,True,True
A-2022-11-91,2022-11-19,2,1,3,2,1,True,True,True
A-2022-11-11,2022-11-19,1,0,9,1,0,True,True,True
A-2022-11-87,2022-11-19,1,0,2,1,0,True,True,True
A-2022-11-55,2022-11-20,1,0,1,1,0,True,True,True
A-2022-11-9,2022-11-20,1,0,2,1,0,True,True,True
A-2022-11-24,2022-11-20,1,0,3,1,0,True,True,True
A-2022-11-181,2022-11-20,1,0,1,1,0,True,True,True
A-2022-11-64,2022-11-20,1,0,2,1,0,True,True,True
A-2022-11-127,2022-11-20,1,0,2,1,0,True,True,True
A-2022-11-243,2022-11-20,1,0,4,1,0,True,True,True
A-2022-11-128,2022-11-20,1,0,1,1,0,True,True,True
A-2022-11-176,2022-11-20,1,0,2,1,0,True,True,True
A-2022-11-149,2022-11-21,1,0,1,1,0,True,True,True
A-2022-11-129,2022-11-21,1,0,1,1,0,True,True,True
A-2022-11-182,2022-11-21,1,0,2,1,0,True,True,True
A-2022-11-190,2022-11-21,1,0,3,1,0,True,True,True
A-2022-11-25,2022-11-21,1,0,1,1,0,True,True,True
A-2022-11-98,2022-11-21,1,0,2,1,0,True,True,True
A-2022-11-65,2022-11-22,2,1,3,2,1,True,True,True
A-2022-11-17,2022-11-22,1,0,2,1,0,True,True,True
A-2022-11-93,2022-11-22,1,0,2,1,0,True,True,True
A-2022-11-236,2022-11-22,1,0,2,1,0,True,True,True
A-2022-11-56,2022-11-22,1,0,1,1,0,True,True,True
A-2022-11-170,2022-11-23,1,0,3,1,0,True,True,True
A-2022-11-57,2022-11-23,1,0,2,1,0,True,True,True
A-2022-11-150,2022-11-23,1,0,2,1,0,True,True,True
A-2022-11-201,2022-11-23,1,0,2,1,0,True,True,True
A-2022-11-103,2022-11-24,3,1,3,3,1,True,True,True
A-2022-11-39,2022-11-24,1,0,8,1,0,True,True,True
A-2022-11-95,2022-11-24,1,0,3,1,0,True,True,True
A-2022-11-108,2022-11-24,1,0,1,1,0,True,True,True
A-2022-11-67,2022-11-24,1,0,2,1,0,True,True,True
A-2022-11-177,2022-11-24,1,0,2,1,0,True,True,True
A-2022-11-94,2022-11-24,1,0,3,1,0,True,True,True
A-2022-11-112,2022-11-24,1,0,2,1,0,True,True,True
A-2022-11-232,2022-11-24,1,0,2,1,0,True,True,True
A-2022-11-202,2022-11-24,1,0,1,1,0,True,True,True
A-2022-11-151,2022-11-25,1,0,2,1,0,True,True,True
A-2022-11-163,2022-11-25,1,0,2,1,0,True,True,True
A-2022-11-26,2022-11-25,1,0,3,1,0,True,True,True
A-2022-11-99,2022-11-25,1,0,1,1,0,True,True,True
A-2022-11-234,2022-11-26,1,0,1,1,0,True,True,True
A-2022-11-96,2022-11-26,1,0,4,1,0,True,True,True
A-2022-11-27,2022-11-26,1,0,1,1,0,True,True,True
A-2022-11-130,2022-11-26,1,0,2,1,0,True,True,True
A-2022-11-35,2022-11-26,1,0,2,1,0,True,True,True
A-2022-11-78,2022-11-26,1,0,2,1,0,True,True,True
A-2022-11-110,2022-11-26,1,0,5,1,0,True,True,True
A-2022-11-109,2022-11-27,1,0,2,1,0,True,True,True
A-2022-11-192,2022-11-27,1,0,1,1,0,True,True,True
A-2022-11-194,2022-11-27,1,0,1,1,0,True,True,True
A-2022-11-173,2022-11-27,1,0,1,1,0,True,True,True
A-2022-11-97,2022-11-27,1,0,4,1,0,True,True,True
A-2022-11-153,2022-11-27,1,0,1,1,0,True,True,True
A-2022-11-174,2022-11-27,1,0,4,1,0,True,True,True
A-2022-11-28,2022-11-27,1,0,2,1,0,True,True,True
A-2022-11-122,2022-11-27,1,0,3,1,0,True,True,True
A-2022-11-131,2022-11-27,2,1,3,2,1,True,True,True
A-2022-11-152,2022-11-27,1,0,1,1,0,True,True,True
A-2022-11-113,2022-11-27,1,0,2,1,0,True,True,True
A-2022-11-58,2022-11-27,1,0,3,1,0,True,True,True
A-2022-11-66,2022-11-27,1,0,2,1,0,True,True,True
A-2022-11-154,2022-11-28,1,0,1,1,0,True,True,True
A-2022-11-240,2022-11-28,1,0,2,1,0,True,True,True
A-2022-11-68,2022-11-28,1,0,3,1,0,True,True,True
A-2022-11-111,2022-11-29,1,0,2,1,0,True,True,True
A-2022-11-60,2022-11-29,1,0,3,1,0,True,True,True
A-2022-11-237,2022-11-30,1,0,2,1,0,True,True,True
A-2022-11-114,2022-11-30,1,0,2,1,0,True,True,True
A-2022-11-196,2022-11-30,1,0,6,1,0,True,True,True
A-2022-11-41,2022-11-30,1,0,2,1,0,True,True,True
A-2022-11-197,2022-11-30,1,0,2,1,0,True,True,True
A-2022-11-69,2022-11-30,1,0,2,1,0,True,True,True
A-2022-11-184,2022-11-30,2,1,5,2,1,True,True,True
A-2022-12-59,2022-12-01,1,0,5,1,0,True,True,True
A-2022-12-55,2022-12-01,1,0,3,1,0,True,True,True
A-2022-12-218,2022-12-01,1,0,2,1,0,True,True,True
A-2022-12-197,2022-12-01,1,0,2,1,0,True,True,True
A-2022-12-97,2022-12-02,1,0,2,1,0,True,True,True
A-2022-12-89,2022-12-02,1,0,2,1,0,True,True,True
A-2022-12-101,2022-12-02,1,0,5,1,0,True,True,True
A-2022-12-147,2022-12-02,1,0,3,1,0,True,True,True
A-2022-12-11,2022-12-02,1,0,2,1,0,True,True,True
A-2022-12-4,2022-12-02,1,0,2,1,0,True,True,True
A-2022-12-81,2022-12-02,1,0,2,1,0,True,True,True
A-2022-12-106,2022-12-02,1,0,3,1,0,True,True,True
A-2022-12-17,2022-12-02,1,0,2,1,0,True,True,True
A-2022-12-135,2022-12-02,1,0,1,1,0,True,True,True
A-2022-12-5,2022-12-03,1,0,1,1,0,True,True,True
A-2022-12-136,2022-12-03,1,0,2,1,0,True,True,True
A-2022-12-60,2022-12-03,1,0,2,1,0,True,True,True
A-2022-12-117,2022-12-03,1,0,2,1,0,True,True,True
A-2022-12-25,2022-12-03,1,0,2,1,0,True,True,True
A-2022-12-137,2022-12-03,1,0,2,1,0,True,True,True
A-2022-12-177,2022-12-03,1,0,4,1,0,True,True,True
A-2022-12-107,2022-12-03,1,0,4,1,0,True,True,True
A-2022-12-19,2022-12-03,1,0,2,1,0,True,True,True
A-2022-12-24,2022-12-03,1,0,1,1,0,True,True,True
A-2022-12-62,2022-12-03,1,0,2,1,0,True,True,True
A-2022-12-148,2022-12-04,1,0,2,1,0,True,True,True
A-2022-12-18,2022-12-04,1,0,1,1,0,True,True,True
A-2022-12-233,2022-12-04,1,0,1,1,0,True,True,True
A-2022-12-78,2022-12-04,1,0,1,1,0,True,True,True
A-2022-12-82,2022-12-04,1,0,4,1,0,True,True,True
A-2022-12-110,2022-12-04,1,0,2,1,0,True,True,True
A-2022-12-6,2022-12-04,1,0,1,1,0,True,True,True
A-2022-12-104,2022-12-04,1,0,2,1,0,True,True,True
A-2022-12-63,2022-12-05,1,0,2,1,0,True,True,True
A-2022-12-129,2022-12-05,1,0,3,1,0,True,True,True
A-2022-12-8,2022-12-05,1,0,1,1,0,True,True,True
A-2022-12-202,2022-12-05,1,0,3,1,0,True,True,True
A-2022-12-50,2022-12-05,3,1,3,3,1,True,True,True
A-2022-12-98,2022-12-05,1,0,1,1,0,True,True,True
A-2022-12-22,2022-12-05,1,0,1,1,0,True,True,True
A-2022-12-116,2022-12-05,1,0,4,1,0,True,True,True
A-2022-12-138,2022-12-05,1,0,2,1,0,True,True,True
A-2022-12-149,2022-12-05,1,0,2,1,0,True,True,True
A-2022-12-139,2022-12-05,1,0,1,1,0,True,True,True
A-2022-12-103,2022-12-06,1,0,2,1,0,True,True,True
A-2022-12-109,2022-12-06,1,0,5,1,0,True,True,True
A-2022-12-211,2022-12-06,1,0,2,1,0,True,True,True
A-2022-12-173,2022-12-06,1,0,1,1,0,True,True,True
A-2022-12-140,2022-12-06,1,0,1,1,0,True,True,True
A-2022-12-150,2022-12-06,1,0,4,1,0,True,True,True
A-2022-12-26,2022-12-06,1,0,7,1,0,True,True,True
A-2022-12-83,2022-12-06,1,0,2,1,0,True,True,True
A-2022-12-20,2022-12-06,1,0,3,1,0,True,True,True
A-2022-12-146,2022-12-06,1,0,2,1,0,True,True,True
A-2022-12-7,2022-12-07,1,0,2,1,0,True,True,True
A-2022-12-64,2022-12-07,1,0,2,1,0,True,True,True
A-2022-12-94,2022-12-07,2,1,5,2,1,True,True,True
A-2022-12-35,2022-12-07,1,0,3,1,0,True,True,True
A-2022-12-9,2022-12-07,1,0,1,1,0,True,True,True
A-2022-12-100,2022-12-07,1,0,2,1,0,True,True,True
A-2022-12-120,2022-12-08,1,0,8,1,0,True,True,True
A-2022-12-141,2022-12-08,1,0,1,1,0,True,True,True
A-2022-12-234,2022-12-08,1,0,2,1,0,True,True,True
A-2022-12-42,2022-12-08,2,1,4,2,1,True,True,True
A-2022-12-119,2022-12-08,1,0,2,1,0,True,True,True
A-2022-12-13,2022-12-08,3,1,11,3,1,True,True,True
A-2022-12-102,2022-12-08,1,0,1,1,0,True,True,True
A-2022-12-31,2022-12-09,1,0,1,1,0,True,True,True
A-2022-12-28,2022-12-09,1,0,2,1,0,True,True,True
A-2022-12-14,2022-12-09,1,0,2,1,0,True,True,True
A-2022-12-15,2022-12-09,1,0,2,1,0,True,True,True
A-2022-12-16,2022-12-10,1,0,1,1,0,True,True,True
A-2022-12-206,2022-12-10,2,1,4,2,1,True,True,True
A-2022-12-142,2022-12-10,1,0,3,1,0,True,True,True
A-2022-12-200,2022-12-10,1,0,1,1,0,True,True,True
A-2022-12-133,2022-12-10,1,0,1,1,0,True,True,True
A-2022-12-84,2022-12-10,1,0,1,1,0,True,True,True
A-2022-12-151,2022-12-10,1,0,3,1,0,True,True,True
A-2022-12-143,2022-12-11,1,0,2,1,0,True,True,True
A-2022-12-179,2022-12-11,1,0,2,1,0,True,True,True
A-2022-12-52,2022-12-11,2,1,3,2,1,True,True,True
A-2022-12-199,2022-12-11,1,0,2,1,0,True,True,True
A-2022-12-144,2022-12-11,1,0,2,1,0,True,True,True
A-2022-12-85,2022-12-11,1,0,1,1,0,True,True,True
A-2022-12-180,2022-12-11,1,0,2,1,0,True,True,True
A-2022-12-184,2022-12-11,1,0,2,1,0,True,True,True
A-2022-12-65,2022-12-11,1,0,1,1,0,True,True,True
A-2022-12-194,2022-12-11,2,1,6,2,1,True,True,True
A-2022-12-114,2022-12-12,1,0,3,1,0,True,True,True
A-2022-12-217,2022-12-12,1,0,1,1,0,True,True,True
A-2022-12-175,2022-12-12,1,0,2,1,0,True,True,True
A-2022-12-187,2022-12-12,1,0,2,1,0,True,True,True
A-2022-12-152,2022-12-12,1,0,2,1,0,True,True,True
A-2022-12-132,2022-12-13,1,0,2,1,0,True,True,True
A-2022-12-153,2022-12-13,1,0,2,1,0,True,True,True
A-2022-12-21,2022-12-13,1,0,1,1,0,True,True,True
A-2022-12-188,2022-12-13,1,0,2,1,0,True,True,True
A-2022-12-154,2022-12-13,1,0,2,1,0,True,True,True
A-2022-12-123,2022-12-13,1,0,1,1,0,True,True,True
A-2022-12-66,2022-12-14,1,0,3,1,0,True,True,True
A-2022-12-33,2022-12-14,1,0,1,1,0,True,True,True
A-2022-12-67,2022-12-14,1,0,2,1,0,True,True,True
A-2022-12-90,2022-12-15,1,0,2,1,0,True,True,True
A-2022-12-68,2022-12-15,1,0,2,1,0,True,True,True
A-2022-12-183,2022-12-15,1,0,3,1,0,True,True,True
A-2022-12-44,2022-12-15,1,0,1,1,0,True,True,True
A-2022-12-176,2022-12-15,3,1,4,3,1,True,True,True
A-2022-12-230,2022-12-15,1,0,2,1,0,True,True,True
A-2022-12-69,2022-12-16,1,0,2,1,0,True,True,True
A-2022-12-27,2022-12-16,1,0,1,1,0,True,True,True
A-2022-12-34,2022-12-16,1,0,1,1,0,True,True,True
A-2022-12-95,2022-12-16,2,1,7,2,1,True,True,True
A-2022-12-220,2022-12-16,1,0,2,1,0,True,True,True
A-2022-12-70,2022-12-16,1,0,1,1,0,True,True,True
A-2022-12-91,2022-12-16,1,0,2,1,0,True,True,True
A-2022-12-227,2022-12-17,1,0,1,1,0,True,True,True
A-2022-12-195,2022-12-17,1,0,1,1,0,True,True,True
A-2022-12-51,2022-12-17,1,0,2,1,0,True,True,True
A-2022-12-235,2022-12-17,1,0,3,1,0,True,True,True
A-2022-12-108,2022-12-17,1,0,1,1,0,True,True,True
A-2022-12-155,2022-12-18,1,0,2,1,0,True,True,True
A-2022-12-231,2022-12-18,1,0,2,1,0,True,True,True
A-2022-12-23,2022-12-18,1,0,2,1,0,True,True,True
A-2022-12-156,2022-12-19,1,0,2,1,0,True,True,True
A-2022-12-79,2022-12-19,1,0,3,1,0,True,True,True
A-2022-12-30,2022-12-19,7,1,32,7,1,True,True,True
A-2022-12-157,2022-12-19,1,0,3,1,0,True,True,True
A-2022-12-193,2022-12-19,1,0,2,1,0,True,True,True
A-2022-12-222,2022-12-19,1,0,2,1,0,True,True,True
A-2022-12-88,2022-12-19,1,0,2,1,0,True,True,True
A-2022-12-189,2022-12-19,1,0,4,1,0,True,True,True
A-2022-12-158,2022-12-19,1,0,2,1,0,True,True,True
A-2022-12-159,2022-12-19,1,0,2,1,0,True,True,True
A-2022-12-61,2022-12-20,1,0,2,1,0,True,True,True
A-2022-12-162,2022-12-20,1,0,1,1,0,True,True,True
A-2022-12-208,2022-12-20,2,1,2,2,1,True,True,True
A-2022-12-160,2022-12-20,1,0,2,1,0,True,True,True
A-2022-12-161,2022-12-20,1,0,2,1,0,True,True,True
A-2022-12-71,2022-12-20,1,0,2,1,0,True,True,True
A-2022-12-29,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-163,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-192,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-32,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-121,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-212,2022-12-21,1,0,5,1,0,True,True,True
A-2022-12-203,2022-12-21,1,0,1,1,0,True,True,True
A-2022-12-164,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-181,2022-12-21,1,0,4,1,0,True,True,True
A-2022-12-165,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-72,2022-12-21,1,0,2,1,0,True,True,True
A-2022-12-86,2022-12-22,2,1,5,2,1,True,True,True
A-2022-12-36,2022-12-22,1,0,3,1,0,True,True,True
A-2022-12-167,2022-12-22,2,1,7,2,1,True,True,True
A-2022-12-40,2022-12-22,1,0,2,1,0,True,True,True
A-2022-12-96,2022-12-23,1,0,4,1,0,True,True,True
A-2022-12-87,2022-12-23,4,1,5,4,1,True,True,True
A-2022-12-73,2022-12-23,2,1,4,2,1,True,True,True
A-2022-12-47,2022-12-23,1,0,2,1,0,True,True,True
A-2022-12-134,2022-12-23,1,0,2,1,0,True,True,True
A-2022-12-204,2022-12-23,1,0,2,1,0,True,True,True
A-2022-12-190,2022-12-23,1,0,3,1,0,True,True,True
A-2022-12-48,2022-12-23,1,0,2,1,0,True,True,True
A-2022-12-166,2022-12-23,1,0,2,1,0,True,True,True
A-2022-12-198,2022-12-24,1,0,2,1,0,True,True,True
A-2022-12-49,2022-12-24,1,0,2,1,0,True,True,True
A-2022-12-37,2022-12-24,1,0,2,1,0,True,True,True
A-2022-12-93,2022-12-24,1,0,2,1,0,True,True,True
A-2022-12-178,2022-12-24,1,0,4,1,0,True,True,True
A-2022-12-39,2022-12-24,1,0,2,1,0,True,True,True
A-2022-12-169,2022-12-25,1,0,2,1,0,True,True,True
A-2022-12-207,2022-12-25,2,1,2,2,1,True,True,True
A-2022-12-170,2022-12-25,1,0,1,1,0,True,True,True
A-2022-12-196,2022-12-25,1,0,2,1,0,True,True,True
A-2022-12-38,2022-12-25,1,0,2,1,0,True,True,True
A-2022-12-168,2022-12-25,1,0,3,1,0,True,True,True
A-2022-12-213,2022-12-25,2,1,3,2,1,True,True,True
A-2022-12-185,2022-12-25,1,0,2,1,0,True,True,True
A-2022-12-45,2022-12-25,1,0,1,1,0,True,True,True
A-2022-12-171,2022-12-26,1,0,2,1,0,True,True,True
A-2022-12-131,2022-12-26,1,0,2,1,0,True,True,True
A-2022-12-41,2022-12-26,1,0,4,1,0,True,True,True
A-2022-12-186,2022-12-27,2,1,8,2,1,True,True,True
A-2022-12-210,2022-12-27,1,0,2,1,0,True,True,True
A-2022-12-122,2022-12-27,2,1,5,2,1,True,True,True
A-2022-12-174,2022-12-27,1,0,3,1,0,True,True,True
A-2022-12-53,2022-12-27,2,1,4,2,1,True,True,True
A-2022-12-74,2022-12-28,1,0,3,1,0,True,True,True
A-2022-12-214,2022-12-28,1,0,2,1,0,True,True,True
A-2022-12-46,2022-12-28,1,0,2,1,0,True,True,True
A-2022-12-182,2022-12-28,1,0,2,1,0,True,True,True
A-2022-12-56,2022-12-28,4,1,6,4,1,True,True,True
A-2022-12-43,2022-12-29,1,0,2,1,0,True,True,True
A-2022-12-58,2022-12-29,1,0,2,1,0,True,True,True
A-2022-12-57,2022-12-29,2,1,5,2,1,True,True,True
A-2022-12-172,2022-12-29,1,0,2,1,0,True,True,True
A-2022-12-75,2022-12-29,1,0,1,1,0,True,True,True
A-2022-12-125,2022-12-30,1,0,2,1,0,True,True,True
A-2022-12-232,2022-12-30,1,0,2,1,0,True,True,True
A-2022-12-113,2022-12-30,1,0,2,1,0,True,True,True
A-2022-12-201,2022-12-30,1,0,3,1,0,True,True,True
A-2022-12-221,2022-12-30,1,0,1,1,0,True,True,True
A-2022-12-92,2022-12-30,1,0,2,1,0,True,True,True
A-2022-12-54,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-127,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-115,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-225,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-76,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-77,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-223,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-215,2022-12-31,1,0,2,1,0,True,True,True
A-2022-12-229,2022-12-31,1,0,2,1,0,True,True,True
A-2023-01-12,2023-01-01,1,0,8,1,0,True,True,True
A-2023-01-130,2023-01-01,1,0,2,1,0,True,True,True
A-2023-01-26,2023-01-01,2,1,7,2,1,True,True,True
A-2023-01-20,2023-01-01,1,0,1,1,0,True,True,True
A-2023-01-109,2023-01-01,1,0,1,1,0,True,True,True
A-2023-01-27,2023-01-01,1,0,2,1,0,True,True,True
A-2023-01-131,2023-01-01,1,0,3,1,0,True,True,True
A-2023-01-28,2023-01-01,1,0,3,1,0,True,True,True
A-2023-01-32,2023-01-01,1,0,2,1,0,True,True,True
A-2023-01-7,2023-01-01,1,0,2,1,0,True,True,True
A-2023-01-9,2023-01-01,1,0,2,1,0,True,True,True
A-2023-01-8,2023-01-01,1,0,1,1,0,True,True,True
A-2023-01-6,2023-01-01,1,0,4,1,0,True,True,True
A-2023-01-120,2023-01-01,1,0,2,1,0,True,True,True
A-2023-01-157,2023-01-02,1,0,2,1,0,True,True,True
A-2023-01-132,2023-01-02,1,0,2,1,0,True,True,True
A-2023-01-136,2023-01-02,1,0,2,1,0,True,True,True
A-2023-01-1,2023-01-02,1,0,2,1,0,True,True,True
A-2023-01-5,2023-01-02,1,0,2,1,0,True,True,True
A-2023-01-3,2023-01-02,1,0,2,1,0,True,True,True
A-2023-01-2,2023-01-02,1,0,2,1,0,True,True,True
A-2023-01-69,2023-01-02,1,0,5,1,0,True,True,True
A-2023-01-30,2023-01-02,1,0,4,1,0,True,True,True
A-2023-01-29,2023-01-03,1,0,3,1,0,True,True,True
A-2023-01-133,2023-01-03,1,0,2,1,0,True,True,True
A-2023-01-134,2023-01-04,1,0,2,1,0,True,True,True
A-2023-01-115,2023-01-04,1,0,2,1,0,True,True,True
A-2023-01-4,2023-01-04,1,0,2,1,0,True,True,True
A-2023-01-18,2023-01-04,1,0,1,1,0,True,True,True
A-2023-01-116,2023-01-04,1,0,1,1,0,True,True,True
A-2023-01-61,2023-01-05,1,0,2,1,0,True,True,True
A-2023-01-353,2023-01-06,1,0,2,1,0,True,True,True
A-2023-01-77,2023-01-06,1,0,8,1,0,True,True,True
A-2023-01-347,2023-01-07,1,0,2,1,0,True,True,True
A-2023-01-119,2023-01-07,1,0,2,1,0,True,True,True
A-2023-01-34,2023-01-07,7,1,10,7,1,True,True,True
A-2023-01-76,2023-01-07,1,0,2,1,0,True,True,True
A-2023-01-10,2023-01-08,1,0,2,1,0,True,True,True
A-2023-01-135,2023-01-08,1,0,3,1,0,True,True,True
A-2023-01-38,2023-01-08,1,0,3,1,0,True,True,True
A-2023-01-14,2023-01-08,1,0,1,1,0,True,True,True
A-2023-01-40,2023-01-08,1,0,7,1,0,True,True,True
A-2023-01-354,2023-01-10,1,0,4,1,0,True,True,True
A-2023-01-88,2023-01-10,1,0,2,1,0,True,True,True
A-2023-01-101,2023-01-10,1,0,4,1,0,True,True,True
A-2023-01-55,2023-01-11,1,0,2,1,0,True,True,True
A-2023-01-41,2023-01-11,1,0,2,1,0,True,True,True
A-2023-01-67,2023-01-11,1,0,2,1,0,True,True,True
A-2023-01-93,2023-01-11,1,0,4,1,0,True,True,True
A-2023-01-137,2023-01-12,1,0,2,1,0,True,True,True
A-2023-01-19,2023-01-12,2,1,3,2,1,True,True,True
A-2023-01-125,2023-01-12,1,0,2,1,0,True,True,True
A-2023-01-111,2023-01-12,1,0,2,1,0,True,True,True
A-2023-01-74,2023-01-12,1,0,1,1,0,True,True,True
A-2023-01-124,2023-01-12,4,1,10,4,1,True,True,True
A-2023-01-92,2023-01-13,1,0,3,1,0,True,True,True
A-2023-01-348,2023-01-13,1,0,2,1,0,True,True,True
A-2023-01-78,2023-01-13,1,0,3,1,0,True,True,True
A-2023-01-112,2023-01-13,1,0,2,1,0,True,True,True
A-2023-01-138,2023-01-14,1,0,1,1,0,True,True,True
A-2023-01-70,2023-01-14,1,0,2,1,0,True,True,True
A-2023-01-16,2023-01-14,1,0,1,1,0,True,True,True
A-2023-01-58,2023-01-14,1,0,3,1,0,True,True,True
A-2023-01-90,2023-01-14,1,0,2,1,0,True,True,True
A-2023-01-80,2023-01-15,1,0,1,1,0,True,True,True
A-2023-01-117,2023-01-15,1,0,1,1,0,True,True,True
A-2023-01-89,2023-01-15,1,0,2,1,0,True,True,True
A-2023-01-17,2023-01-15,1,0,1,1,0,True,True,True
A-2023-01-79,2023-01-15,1,0,1,1,0,True,True,True
A-2023-01-13,2023-01-15,1,0,2,1,0,True,True,True
A-2023-01-21,2023-01-15,1,0,7,1,0,True,True,True
A-2023-01-71,2023-01-15,1,0,2,1,0,True,True,True
A-2023-01-42,2023-01-15,1,0,2,1,0,True,True,True
A-2023-01-50,2023-01-16,3,1,8,3,1,True,True,True
A-2023-01-126,2023-01-16,1,0,2,1,0,True,True,True
A-2023-01-43,2023-01-16,1,0,2,1,0,True,True,True
A-2023-01-346,2023-01-17,1,0,3,1,0,True,True,True
A-2023-01-15,2023-01-17,1,0,1,1,0,True,True,True
A-2023-01-139,2023-01-17,1,0,2,1,0,True,True,True
A-2023-01-140,2023-01-17,1,0,2,1,0,True,True,True
A-2023-01-141,2023-01-18,1,0,2,1,0,True,True,True
A-2022-01-345,2023-01-18,1,0,2,1,0,True,True,True
A-2023-01-128,2023-01-18,1,0,2,1,0,True,True,True
A-2023-01-87,2023-01-18,1,0,2,1,0,True,True,True
A-2023-01-81,2023-01-18,1,0,1,1,0,True,True,True
A-2023-01-127,2023-01-18,1,0,1,1,0,True,True,True
A-2023-01-143,2023-01-18,1,0,3,1,0,True,True,True
A-2023-01-118,2023-01-19,1,0,3,1,0,True,True,True
A-2023-01-144,2023-01-19,2,1,4,2,1,True,True,True
A-2023-01-142,2023-01-19,1,0,2,1,0,True,True,True
A-2023-01-45,2023-01-19,1,0,2,1,0,True,True,True
A-2023-01-44,2023-01-20,1,0,2,1,0,True,True,True
A-2023-01-94,2023-01-20,1,0,2,1,0,True,True,True
A-2023-01-147,2023-01-21,1,0,1,1,0,True,True,True
A-2023-01-95,2023-01-21,1,0,2,1,0,True,True,True
A-2023-01-146,2023-01-21,1,0,6,1,0,True,True,True
A-2023-01-145,2023-01-21,1,0,2,1,0,True,True,True
A-2023-01-63,2023-01-21,1,0,2,1,0,True,True,True
A-2023-01-148,2023-01-21,1,0,2,1,0,True,True,True
A-2023-01-51,2023-01-21,1,0,2,1,0,True,True,True
A-2023-01-39,2023-01-22,1,0,4,1,0,True,True,True
A-2023-01-149,2023-01-22,1,0,2,1,0,True,True,True
A-2023-01-96,2023-01-22,1,0,2,1,0,True,True,True
A-2023-01-64,2023-01-22,1,0,2,1,0,True,True,True
A-2023-01-31,2023-01-22,1,0,2,1,0,True,True,True
A-2023-01-97,2023-01-22,1,0,2,1,0,True,True,True
A-2023-01-68,2023-01-22,1,0,1,1,0,True,True,True
A-2023-01-123,2023-01-22,1,0,4,1,0,True,True,True
A-2023-01-151,2023-01-22,1,0,2,1,0,True,True,True
A-2023-01-150,2023-01-23,1,0,1,1,0,True,True,True
A-2023-01-121,2023-01-23,1,0,1,1,0,True,True,True
