code,FECHA,FALLECIDOS,target_multifatal,person_row_count,person_deceased_count,target_rebuilt_from_personas,deceased_equals_target_count,rows_cover_deceased,target_identity
A-2022-01-337,2022-01-22,1,0,1,1,0,True,True,True
A-2022-01-276,2022-01-22,1,0,6,1,0,True,True,True
A-2022-01-174,2022-01-22,1,0,2,1,0,True,True,True
A-2022-01-285,2022-01-22,1,0,2,1,0,True,True,True
A-2022-01-303,2022-01-22,1,0,6,1,0,True,True,True
A-2022-01-284,2022-01-22,4,1,8,4,1,True,True,True
A-2022-01-164,2022-01-22,3,1,9,3,1,True,True,True
A-2022-01-299,2022-01-22,1,0,2,1,0,True,True,True
A-2022-01-266,2022-01-22,1,0,2,1,0,True,True,True
A-2022-01-304,2022-01-22,1,0,3,1,0,True,True,True
A-2022-01-272,2022-01-23,1,0,2,1,0,True,True,True
A-2022-01-220,2022-01-23,1,0,1,1,0,True,True,True
A-2022-01-97,2022-01-23,2,1,2,2,1,True,True,True
A-2022-01-265,2022-01-23,1,0,3,1,0,True,True,True
A-2022-01-191,2022-01-23,1,0,2,1,0,True,True,True
A-2022-01-253,2022-01-23,1,0,2,1,0,True,True,True
A-2022-01-225,2022-01-23,1,0,2,1,0,True,True,True
A-2022-01-338,2022-01-23,2,1,3,2,1,True,True,True
A-2022-01-181,2022-01-23,1,0,2,1,0,True,True,True
A-2022-01-334,2022-01-23,1,0,41,1,0,True,True,True
A-2022-01-256,2022-01-23,1,0,2,1,0,True,True,True
A-2022-01-263,2022-01-23,4,1,10,4,1,True,True,True
A-2022-01-264,2022-01-23,1,0,2,1,0,True,True,True
A-2022-01-324,2022-01-23,1,0,3,1,0,True,True,True
A-2022-01-291,2022-01-23,1,0,3,1,0,True,True,True
A-2022-01-321,2022-01-24,1,0,1,1,0,True,True,True
A-2022-01-268,2022-01-24,2,1,5,2,1,True,True,True
A-2022-01-103,2022-01-24,1,0,2,1,0,True,True,True
A-2022-01-166,2022-01-24,2,1,3,2,1,True,True,True
A-2022-01-223,2022-01-24,1,0,2,1,0,True,True,True
A-2022-01-305,2022-01-24,1,0,4,1,0,True,True,True
A-2022-01-306,2022-01-25,1,0,2,1,0,True,True,True
A-2022-01-267,2022-01-25,1,0,2,1,0,True,True,True
A-2022-01-275,2022-01-25,1,0,3,1,0,True,True,True
A-2022-01-197,2022-01-25,1,0,3,1,0,True,True,True
A-2022-01-198,2022-01-25,1,0,2,1,0,True,True,True
A-2022-01-196,2022-01-25,1,0,3,1,0,True,True,True
A-2022-01-112,2022-01-25,1,0,4,1,0,True,True,True
A-2022-01-273,2022-01-25,1,0,2,1,0,True,True,True
A-2022-01-255,2022-01-26,3,1,3,3,1,True,True,True
A-2022-01-254,2022-01-26,1,0,1,1,0,True,True,True
A-2022-01-341,2022-01-26,1,0,3,1,0,True,True,True
A-2022-01-283,2022-01-26,1,0,2,1,0,True,True,True
A-2022-01-308,2022-01-27,1,0,2,1,0,True,True,True
A-2022-01-184,2022-01-27,1,0,1,1,0,True,True,True
A-2022-01-301,2022-01-27,1,0,3,1,0,True,True,True
A-2022-01-310,2022-01-27,1,0,1,1,0,True,True,True
A-2022-01-325,2022-01-27,1,0,8,1,0,True,True,True
A-2022-01-230,2022-01-28,1,0,2,1,0,True,True,True
A-2022-01-199,2022-01-28,1,0,2,1,0,True,True,True
A-2022-01-139,2022-01-28,1,0,3,1,0,True,True,True
A-2022-01-332,2022-01-28,1,0,2,1,0,True,True,True
A-2022-01-274,2022-01-28,1,0,2,1,0,True,True,True
A-2022-01-339,2022-01-28,1,0,5,1,0,True,True,True
A-2022-01-269,2022-01-28,1,0,2,1,0,True,True,True
A-2022-01-322,2022-01-29,1,0,1,1,0,True,True,True
A-2022-01-309,2022-01-29,1,0,2,1,0,True,True,True
A-2022-01-258,2022-01-29,1,0,2,1,0,True,True,True
A-2022-01-328,2022-01-29,2,1,2,2,1,True,True,True
A-2022-01-259,2022-01-29,1,0,3,1,0,True,True,True
A-2022-01-214,2022-01-29,1,0,2,1,0,True,True,True
A-2022-01-326,2022-01-29,2,1,5,2,1,True,True,True
A-2022-01-270,2022-01-30,1,0,1,1,0,True,True,True
A-2022-01-187,2022-01-30,1,0,1,1,0,True,True,True
A-2022-01-182,2022-01-30,1,0,3,1,0,True,True,True
A-2022-01-185,2022-01-30,1,0,2,1,0,True,True,True
A-2022-01-277,2022-01-30,1,0,3,1,0,True,True,True
A-2022-01-257,2022-01-30,1,0,2,1,0,True,True,True
A-2022-01-271,2022-01-30,1,0,2,1,0,True,True,True
A-2022-01-208,2022-01-30,4,1,5,4,1,True,True,True
A-2022-01-204,2022-01-30,1,0,1,1,0,True,True,True
A-2022-01-280,2022-01-30,1,0,1,1,0,True,True,True
A-2022-01-226,2022-01-31,1,0,2,1,0,True,True,True
A-2022-01-279,2022-01-31,1,0,3,1,0,True,True,True
A-2022-01-194,2022-01-31,1,0,10,1,0,True,True,True
A-2022-02-10,2022-02-01,1,0,2,1,0,True,True,True
A-2022-02-25,2022-02-01,1,0,2,1,0,True,True,True
A-2022-02-276,2022-02-01,1,0,2,1,0,True,True,True
A-2022-02-89,2022-02-01,3,1,4,3,1,True,True,True
A-2022-02-136,2022-02-02,1,0,2,1,0,True,True,True
A-2022-02-149,2022-02-02,1,0,2,1,0,True,True,True
A-2022-02-23,2022-02-02,1,0,2,1,0,True,True,True
A-2022-02-33,2022-02-02,1,0,3,1,0,True,True,True
A-2022-02-158,2022-02-02,1,0,2,1,0,True,True,True
A-2022-02-265,2022-02-02,1,0,3,1,0,True,True,True
A-2022-02-11,2022-02-02,2,1,2,2,1,True,True,True
A-2022-02-150,2022-02-02,1,0,2,1,0,True,True,True
A-2022-02-151,2022-02-03,1,0,2,1,0,True,True,True
A-2022-02-90,2022-02-03,1,0,2,1,0,True,True,True
A-2022-02-153,2022-02-03,1,0,3,1,0,True,True,True
A-2022-02-196,2022-02-03,1,0,1,1,0,True,True,True
A-2022-02-31,2022-02-03,1,0,3,1,0,True,True,True
A-2022-02-92,2022-02-03,1,0,1,1,0,True,True,True
A-2022-02-16,2022-02-03,2,1,5,2,1,True,True,True
A-2022-02-257,2022-02-04,1,0,2,1,0,True,True,True
A-2022-02-15,2022-02-04,1,0,3,1,0,True,True,True
A-2022-02-17,2022-02-04,1,0,2,1,0,True,True,True
A-2022-02-28,2022-02-04,1,0,2,1,0,True,True,True
A-2022-02-29,2022-02-04,1,0,2,1,0,True,True,True
A-2022-02-201,2022-02-04,1,0,2,1,0,True,True,True
A-2022-02-96,2022-02-04,2,1,5,2,1,True,True,True
A-2022-02-72,2022-02-05,2,1,8,2,1,True,True,True
A-2022-02-154,2022-02-05,1,0,3,1,0,True,True,True
A-2022-02-277,2022-02-05,1,0,2,1,0,True,True,True
A-2022-02-22,2022-02-05,1,0,2,1,0,True,True,True
A-2022-02-114,2022-02-05,1,0,2,1,0,True,True,True
A-2022-02-19,2022-02-05,1,0,3,1,0,True,True,True
A-2022-02-155,2022-02-06,1,0,2,1,0,True,True,True
A-2022-02-85,2022-02-06,1,0,2,1,0,True,True,True
A-2022-02-21,2022-02-06,5,1,18,5,1,True,True,True
A-2022-02-24,2022-02-06,1,0,3,1,0,True,True,True
A-2022-02-18,2022-02-06,1,0,1,1,0,True,True,True
A-2022-02-26,2022-02-06,3,1,6,3,1,True,True,True
A-2022-02-162,2022-02-06,1,0,1,1,0,True,True,True
A-2022-02-108,2022-02-06,1,0,3,1,0,True,True,True
A-2022-02-20,2022-02-06,1,0,5,1,0,True,True,True
A-2022-02-202,2022-02-06,2,1,16,2,1,True,True,True
A-2022-02-83,2022-02-07,1,0,3,1,0,True,True,True
A-2022-02-189,2022-02-07,1,0,4,1,0,True,True,True
A-2022-02-183,2022-02-07,2,1,22,2,1,True,True,True
A-2022-02-41,2022-02-07,1,0,2,1,0,True,True,True
A-2022-02-289,2022-02-07,1,0,17,1,0,True,True,True
A-2022-02-87,2022-02-07,1,0,2,1,0,True,True,True
A-2022-02-57,2022-02-07,1,0,4,1,0,True,True,True
A-2022-02-315,2022-02-07,1,0,2,1,0,True,True,True
A-2022-02-166,2022-02-07,1,0,2,1,0,True,True,True
A-2022-02-109,2022-02-08,1,0,1,1,0,True,True,True
A-2022-02-278,2022-02-08,1,0,2,1,0,True,True,True
A-2022-02-93,2022-02-08,1,0,4,1,0,True,True,True
A-2022-02-37,2022-02-08,1,0,2,1,0,True,True,True
A-2022-02-27,2022-02-08,1,0,2,1,0,True,True,True
A-2022-02-54,2022-02-08,2,1,3,2,1,True,True,True
A-2022-02-137,2022-02-08,1,0,2,1,0,True,True,True
A-2022-02-167,2022-02-08,1,0,2,1,0,True,True,True
A-2022-02-157,2022-02-08,2,1,11,2,1,True,True,True
A-2022-02-168,2022-02-08,1,0,2,1,0,True,True,True
A-2022-02-56,2022-02-09,1,0,1,1,0,True,True,True
A-2022-02-259,2022-02-09,1,0,2,1,0,True,True,True
A-2022-02-82,2022-02-09,17,1,24,17,1,True,True,True
A-2022-02-95,2022-02-09,1,0,2,1,0,True,True,True
A-2022-02-216,2022-02-09,1,0,2,1,0,True,True,True
A-2022-02-169,2022-02-09,1,0,2,1,0,True,True,True
A-2022-02-38,2022-02-10,1,0,2,1,0,True,True,True
A-2022-02-218,2022-02-10,1,0,2,1,0,True,True,True
A-2022-02-267,2022-02-10,1,0,2,1,0,True,True,True
A-2022-02-290,2022-02-10,1,0,2,1,0,True,True,True
A-2022-02-86,2022-02-10,1,0,1,1,0,True,True,True
A-2022-02-91,2022-02-10,1,0,2,1,0,True,True,True
A-2022-02-222,2022-02-11,1,0,2,1,0,True,True,True
A-2022-02-221,2022-02-11,1,0,2,1,0,True,True,True
A-2022-02-75,2022-02-11,1,0,3,1,0,True,True,True
A-2022-02-223,2022-02-12,1,0,2,1,0,True,True,True
A-2022-02-215,2022-02-12,1,0,1,1,0,True,True,True
A-2022-02-245,2022-02-12,1,0,2,1,0,True,True,True
A-2022-02-50,2022-02-12,1,0,2,1,0,True,True,True
A-2022-02-214,2022-02-12,1,0,2,1,0,True,True,True
A-2022-02-306,2022-02-12,1,0,3,1,0,True,True,True
A-2022-02-138,2022-02-12,1,0,8,1,0,True,True,True
A-2022-02-291,2022-02-12,1,0,2,1,0,True,True,True
A-2022-02-61,2022-02-12,1,0,2,1,0,True,True,True
A-2022-02-307,2022-02-12,1,0,2,1,0,True,True,True
A-2022-02-94,2022-02-12,2,1,5,2,1,True,True,True
A-2022-02-62,2022-02-13,1,0,2,1,0,True,True,True
A-2022-02-268,2022-02-13,1,0,1,1,0,True,True,True
A-2022-02-164,2022-02-13,1,0,2,1,0,True,True,True
A-2022-02-47,2022-02-13,1,0,2,1,0,True,True,True
A-2022-02-279,2022-02-13,1,0,6,1,0,True,True,True
A-2022-02-69,2022-02-13,3,1,4,3,1,True,True,True
A-2022-02-228,2022-02-13,1,0,3,1,0,True,True,True
A-2022-02-283,2022-02-13,1,0,10,1,0,True,True,True
A-2022-02-200,2022-02-13,1,0,1,1,0,True,True,True
A-2022-02-100,2022-02-13,1,0,3,1,0,True,True,True
A-2022-02-285,2022-02-13,1,0,2,1,0,True,True,True
A-2022-02-229,2022-02-14,1,0,1,1,0,True,True,True
A-2022-02-125,2022-02-14,1,0,2,1,0,True,True,True
A-2022-02-217,2022-02-14,1,0,1,1,0,True,True,True
A-2022-02-84,2022-02-14,1,0,3,1,0,True,True,True
A-2022-02-308,2022-02-14,1,0,3,1,0,True,True,True
A-2022-02-55,2022-02-14,1,0,3,1,0,True,True,True
A-2022-02-230,2022-02-14,1,0,3,1,0,True,True,True
A-2022-02-165,2022-02-14,1,0,2,1,0,True,True,True
A-2022-02-98,2022-02-14,1,0,5,1,0,True,True,True
A-2022-02-231,2022-02-15,1,0,2,1,0,True,True,True
A-2022-02-287,2022-02-15,1,0,2,1,0,True,True,True
A-2022-02-234,2022-02-15,1,0,2,1,0,True,True,True
A-2022-02-301,2022-02-15,1,0,7,1,0,True,True,True
A-2022-02-243,2022-02-15,1,0,1,1,0,True,True,True
A-2022-02-97,2022-02-15,2,1,7,2,1,True,True,True
A-2022-02-60,2022-02-16,6,1,6,6,1,True,True,True
A-2022-02-235,2022-02-16,1,0,2,1,0,True,True,True
A-2022-03-45,2022-02-16,1,0,2,1,0,True,True,True
A-2022-02-263,2022-02-16,1,0,2,1,0,True,True,True
A-2022-02-310,2022-02-16,6,1,7,6,1,True,True,True
A-2022-02-219,2022-02-17,1,0,3,1,0,True,True,True
A-2022-02-262,2022-02-17,1,0,2,1,0,True,True,True
A-2022-02-64,2022-02-17,1,0,6,1,0,True,True,True
A-2022-02-160,2022-02-17,1,0,2,1,0,True,True,True
A-2022-02-68,2022-02-17,3,1,3,3,1,True,True,True
A-2022-02-147,2022-02-17,2,1,2,2,1,True,True,True
A-2022-02-101,2022-02-17,1,0,2,1,0,True,True,True
A-2022-02-81,2022-02-17,1,0,2,1,0,True,True,True
A-2022-02-133,2022-02-18,1,0,2,1,0,True,True,True
A-2022-02-236,2022-02-18,1,0,2,1,0,True,True,True
A-2022-02-74,2022-02-19,1,0,2,1,0,True,True,True
A-2022-02-239,2022-02-19,1,0,2,1,0,True,True,True
A-2022-02-269,2022-02-19,1,0,2,1,0,True,True,True
A-2022-02-148,2022-02-19,1,0,7,1,0,True,True,True
A-2022-02-126,2022-02-19,1,0,2,1,0,True,True,True
A-2022-02-293,2022-02-19,1,0,3,1,0,True,True,True
A-2022-02-237,2022-02-19,1,0,2,1,0,True,True,True
A-2022-02-298,2022-02-19,2,1,6,2,1,True,True,True
A-2022-02-240,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-78,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-159,2022-02-20,1,0,2,1,0,True,True,True
A-2022-03-250-A,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-77,2022-02-20,1,0,3,1,0,True,True,True
A-2022-02-244,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-273,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-225,2022-02-20,1,0,1,1,0,True,True,True
A-2022-02-103,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-209,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-102,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-99,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-104,2022-02-20,1,0,2,1,0,True,True,True
A-2022-02-171,2022-02-21,1,0,1,1,0,True,True,True
A-2022-02-247,2022-02-21,1,0,1,1,0,True,True,True
A-2022-02-105,2022-02-21,1,0,1,1,0,True,True,True
A-2022-02-303,2022-02-21,1,0,2,1,0,True,True,True
A-2022-02-184,2022-02-21,1,0,1,1,0,True,True,True
A-2022-02-121,2022-02-22,1,0,2,1,0,True,True,True
A-2022-02-213,2022-02-22,1,0,2,1,0,True,True,True
A-2022-02-130,2022-02-22,1,0,2,1,0,True,True,True
A-2022-02-161,2022-02-22,1,0,3,1,0,True,True,True
A-2022-02-117,2022-02-22,1,0,2,1,0,True,True,True
A-2022-02-292,2022-02-22,1,0,2,1,0,True,True,True
A-2022-02-185,2022-02-23,1,0,1,1,0,True,True,True
A-2022-02-242,2022-02-23,1,0,2,1,0,True,True,True
A-2022-02-173,2022-02-23,2,1,15,2,1,True,True,True
A-2022-02-197,2022-02-23,1,0,2,1,0,True,True,True
A-2022-02-128,2022-02-23,2,1,5,2,1,True,True,True
A-2022-02-123,2022-02-23,1,0,7,1,0,True,True,True
A-2022-02-172,2022-02-23,1,0,2,1,0,True,True,True
A-2022-02-170,2022-02-23,1,0,2,1,0,True,True,True
A-2022-02-119,2022-02-24,1,0,2,1,0,True,True,True
A-2022-02-241,2022-02-24,1,0,2,1,0,True,True,True
A-2022-02-139,2022-02-24,3,1,6,3,1,True,True,True
A-2022-02-187,2022-02-24,2,1,2,2,1,True,True,True
A-2022-02-186,2022-02-24,2,1,3,2,1,True,True,True
A-2022-02-210,2022-02-24,1,0,2,1,0,True,True,True
A-2022-02-270,2022-02-24,1,0,1,1,0,True,True,True
A-2022-02-253,2022-02-25,1,0,3,1,0,True,True,True
A-2022-02-116,2022-02-25,1,0,2,1,0,True,True,True
A-2022-02-256,2022-02-25,1,0,2,1,0,True,True,True
A-2022-02-294,2022-02-25,1,0,2,1,0,True,True,True
A-2022-02-254,2022-02-25,1,0,2,1,0,True,True,True
A-2022-02-246,2022-02-25,1,0,2,1,0,True,True,True
A-2022-02-297,2022-02-25,1,0,2,1,0,True,True,True
A-2022-02-309,2022-02-25,1,0,2,1,0,True,True,True
A-2022-02-212,2022-02-25,2,1,2,2,1,True,True,True
A-2022-02-249,2022-02-25,1,0,5,1,0,True,True,True
A-2022-02-313,2022-02-26,1,0,2,1,0,True,True,True
A-2022-02-211,2022-02-26,1,0,2,1,0,True,True,True
A-2022-02-304,2022-02-26,1,0,2,1,0,True,True,True
A-2022-02-296,2022-02-26,1,0,1,1,0,True,True,True
A-2022-02-258,2022-02-26,2,1,12,2,1,True,True,True
A-2022-02-288,2022-02-26,1,0,26,1,0,True,True,True
A-2022-02-238,2022-02-26,1,0,3,1,0,True,True,True
A-2022-02-127,2022-02-26,1,0,2,1,0,True,True,True
A-2022-02-129,2022-02-26,1,0,4,1,0,True,True,True
A-2022-02-232,2022-02-26,1,0,2,1,0,True,True,True
A-2022-02-248,2022-02-26,1,0,2,1,0,True,True,True
A-2022-02-124,2022-02-26,1,0,1,1,0,True,True,True
A-2022-02-188,2022-02-27,1,0,3,1,0,True,True,True
A-2022-02-135,2022-02-27,1,0,2,1,0,True,True,True
A-2022-02-199,2022-02-27,1,0,3,1,0,True,True,True
A-2022-02-314,2022-02-27,1,0,1,1,0,True,True,True
A-2022-02-224,2022-02-27,1,0,4,1,0,True,True,True
A-2022-02-271,2022-02-27,1,0,2,1,0,True,True,True
A-2022-02-132,2022-02-27,1,0,1,1,0,True,True,True
A-2022-02-227,2022-02-27,1,0,6,1,0,True,True,True
A-2022-02-131,2022-02-27,1,0,2,1,0,True,True,True
A-2022-02-250,2022-02-28,1,0,2,1,0,True,True,True
A-2022-02-251,2022-02-28,1,0,5,1,0,True,True,True
A-2022-02-198,2022-02-28,1,0,2,1,0,True,True,True
A-2022-02-286,2022-02-28,1,0,2,1,0,True,True,True
A-2022-02-134,2022-02-28,1,0,2,1,0,True,True,True
A-2022-03-189,2022-03-01,1,0,2,1,0,True,True,True
A-2022-03-146,2022-03-01,1,0,6,1,0,True,True,True
A-2022-03-142,2022-03-01,1,0,1,1,0,True,True,True
A-2022-03-1,2022-03-02,1,0,5,1,0,True,True,True
A-2022-03-36,2022-03-02,4,1,13,4,1,True,True,True
A-2022-03-27,2022-03-02,1,0,2,1,0,True,True,True
A-2022-03-153,2022-03-02,1,0,2,1,0,True,True,True
A-2022-03-161,2022-03-02,1,0,2,1,0,True,True,True
A-2022-03-181,2022-03-02,1,0,2,1,0,True,True,True
A-2022-03-140,2022-03-02,1,0,2,1,0,True,True,True
A-2022-03-2,2022-03-03,1,0,2,1,0,True,True,True
A-2022-03-122,2022-03-03,3,1,7,3,1,True,True,True
A-2022-03-148,2022-03-03,1,0,2,1,0,True,True,True
A-2022-03-34,2022-03-03,1,0,5,1,0,True,True,True
A-2022-03-6,2022-03-03,1,0,2,1,0,True,True,True
A-2022-03-283,2022-03-03,1,0,2,1,0,True,True,True
A-2022-03-251,2022-03-04,1,0,2,1,0,True,True,True
A-2022-03-139,2022-03-04,1,0,2,1,0,True,True,True
A-2022-03-212,2022-03-04,1,0,2,1,0,True,True,True
A-2022-03-35,2022-03-04,1,0,2,1,0,True,True,True
A-2022-03-213,2022-03-05,1,0,2,1,0,True,True,True
A-2022-03-29,2022-03-05,1,0,2,1,0,True,True,True
A-2022-03-38,2022-03-05,1,0,2,1,0,True,True,True
A-2022-03-144,2022-03-05,1,0,4,1,0,True,True,True
A-2022-03-63,2022-03-05,2,1,7,2,1,True,True,True
A-2022-03-8,2022-03-05,1,0,2,1,0,True,True,True
A-2022-03-72,2022-03-05,1,0,2,1,0,True,True,True
A-2022-03-103,2022-03-05,1,0,2,1,0,True,True,True
A-2022-03-102,2022-03-05,3,1,7,3,1,True,True,True
A-2022-03-256,2022-03-06,1,0,2,1,0,True,True,True
A-2022-03-141,2022-03-06,1,0,2,1,0,True,True,True
A-2022-03-17,2022-03-06,1,0,2,1,0,True,True,True
A-2022-03-225,2022-03-06,1,0,1,1,0,True,True,True
A-2022-03-202,2022-03-06,1,0,2,1,0,True,True,True
A-2022-03-131,2022-03-06,1,0,1,1,0,True,True,True
A-2022-03-55,2022-03-06,1,0,7,1,0,True,True,True
A-2022-03-56,2022-03-06,1,0,4,1,0,True,True,True
A-2022-03-15,2022-03-06,2,1,2,2,1,True,True,True
A-2022-03-154,2022-03-06,1,0,3,1,0,True,True,True
A-2022-03-39,2022-03-06,1,0,3,1,0,True,True,True
A-2022-03-73,2022-03-06,1,0,2,1,0,True,True,True
A-2022-03-238,2022-03-06,1,0,1,1,0,True,True,True
A-2022-03-10,2022-03-07,1,0,2,1,0,True,True,True
A-2022-03-46,2022-03-07,5,1,9,5,1,True,True,True
A-2022-03-69,2022-03-07,1,0,2,1,0,True,True,True
A-2022-03-214,2022-03-07,1,0,2,1,0,True,True,True
A-2022-03-74,2022-03-07,1,0,2,1,0,True,True,True
A-2022-03-70,2022-03-07,2,1,2,2,1,True,True,True
A-2022-03-232,2022-03-07,1,0,2,1,0,True,True,True
A-2022-03-215,2022-03-08,1,0,2,1,0,True,True,True
A-2022-03-137,2022-03-08,1,0,2,1,0,True,True,True
A-2022-03-252,2022-03-08,3,1,6,3,1,True,True,True
A-2022-03-247,2022-03-08,1,0,2,1,0,True,True,True
A-2022-03-289,2022-03-08,1,0,2,1,0,True,True,True
A-2022-03-90,2022-03-09,1,0,2,1,0,True,True,True
A-2022-03-254,2022-03-09,2,1,7,2,1,True,True,True
A-2022-03-76,2022-03-09,4,1,4,4,1,True,True,True
A-2022-03-104,2022-03-09,1,0,2,1,0,True,True,True
A-2022-03-216,2022-03-09,1,0,2,1,0,True,True,True
A-2022-03-53,2022-03-09,1,0,2,1,0,True,True,True
A-2022-03-42,2022-03-09,1,0,1,1,0,True,True,True
A-2022-03-132,2022-03-10,1,0,2,1,0,True,True,True
A-2022-03-234,2022-03-10,1,0,1,1,0,True,True,True
A-2022-03-16,2022-03-10,1,0,2,1,0,True,True,True
A-2022-03-253,2022-03-10,1,0,2,1,0,True,True,True
A-2022-03-77,2022-03-10,1,0,1,1,0,True,True,True
A-2022-03-255,2022-03-11,1,0,2,1,0,True,True,True
A-2022-03-150,2022-03-11,1,0,3,1,0,True,True,True
A-2022-03-83,2022-03-11,1,0,5,1,0,True,True,True
A-2022-03-185,2022-03-11,1,0,9,1,0,True,True,True
A-2022-03-133,2022-03-11,1,0,5,1,0,True,True,True
A-2022-03-257,2022-03-11,1,0,2,1,0,True,True,True
A-2022-03-233,2022-03-12,1,0,3,1,0,True,True,True
A-2022-03-286,2022-03-12,1,0,2,1,0,True,True,True
A-2022-03-245,2022-03-12,1,0,2,1,0,True,True,True
A-2022-03-43,2022-03-12,1,0,2,1,0,True,True,True
A-2022-03-239,2022-03-12,1,0,1,1,0,True,True,True
A-2022-03-235,2022-03-12,1,0,2,1,0,True,True,True
A-2022-03-224,2022-03-12,1,0,2,1,0,True,True,True
A-2022-03-123,2022-03-12,1,0,3,1,0,True,True,True
A-2022-03-71,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-109,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-33,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-32,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-284,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-165,2022-03-13,2,1,4,2,1,True,True,True
A-2022-03-259,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-205,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-126,2022-03-13,2,1,2,2,1,True,True,True
A-2022-03-157,2022-03-13,1,0,5,1,0,True,True,True
A-2022-03-240,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-155,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-226,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-156,2022-03-13,1,0,2,1,0,True,True,True
A-2022-03-236,2022-03-14,1,0,2,1,0,True,True,True
A-2022-03-218,2022-03-14,3,1,5,3,1,True,True,True
A-2022-03-113,2022-03-14,1,0,2,1,0,True,True,True
A-2022-03-242,2022-03-14,1,0,2,1,0,True,True,True
A-2022-03-54,2022-03-14,2,1,7,2,1,True,True,True
A-2022-03-124,2022-03-14,1,0,4,1,0,True,True,True
A-2022-03-237,2022-03-14,2,1,7,2,1,True,True,True
A-2022-03-250-B,2022-03-14,1,0,2,1,0,True,True,True
A-2022-03-249,2022-03-14,3,1,3,3,1,True,True,True
A-2022-03-288,2022-03-14,1,0,2,1,0,True,True,True
A-2022-03-178,2022-03-14,1,0,2,1,0,True,True,True
A-2022-03-49,2022-03-15,1,0,1,1,0,True,True,True
A-2022-03-260,2022-03-15,1,0,2,1,0,True,True,True
A-2022-03-261,2022-03-16,1,0,2,1,0,True,True,True
A-2022-03-151,2022-03-16,1,0,2,1,0,True,True,True
A-2022-03-111,2022-03-16,1,0,5,1,0,True,True,True
A-2022-03-227,2022-03-16,1,0,2,1,0,True,True,True
A-2022-03-110,2022-03-16,1,0,2,1,0,True,True,True
A-2022-03-84,2022-03-16,1,0,5,1,0,True,True,True
A-2022-03-147,2022-03-16,1,0,2,1,0,True,True,True
A-2022-03-92,2022-03-16,1,0,2,1,0,True,True,True
A-2022-03-285,2022-03-17,1,0,1,1,0,True,True,True
A-2022-03-112,2022-03-17,1,0,2,1,0,True,True,True
A-2022-03-64,2022-03-17,1,0,2,1,0,True,True,True
A-2022-03-85,2022-03-17,1,0,6,1,0,True,True,True
A-2022-03-262,2022-03-17,1,0,2,1,0,True,True,True
A-2022-03-175,2022-03-18,1,0,14,1,0,True,True,True
A-2022-03-243,2022-03-18,1,0,2,1,0,True,True,True
A-2022-03-134,2022-03-18,1,0,1,1,0,True,True,True
A-2022-03-86,2022-03-18,1,0,6,1,0,True,True,True
A-2022-03-166,2022-03-18,1,0,2,1,0,True,True,True
A-2022-03-263,2022-03-18,1,0,2,1,0,True,True,True
A-2022-03-264,2022-03-18,1,0,2,1,0,True,True,True
A-2022-03-159,2022-03-18,1,0,1,1,0,True,True,True
A-2022-03-228,2022-03-19,1,0,4,1,0,True,True,True
A-2022-03-62,2022-03-19,1,0,2,1,0,True,True,True
A-2022-03-190,2022-03-19,1,0,2,1,0,True,True,True
A-2022-03-191,2022-03-19,1,0,1,1,0,True,True,True
A-2022-03-204,2022-03-20,1,0,2,1,0,True,True,True
A-2022-03-209,2022-03-20,1,0,3,1,0,True,True,True
A-2022-03-128,2022-03-20,1,0,1,1,0,True,True,True
A-2022-03-265,2022-03-20,2,1,2,2,1,True,True,True
A-2022-03-241,2022-03-20,1,0,1,1,0,True,True,True
A-2022-03-87,2022-03-20,1,0,2,1,0,True,True,True
A-2022-03-75,2022-03-20,1,0,1,1,0,True,True,True
A-2022-03-68,2022-03-20,1,0,2,1,0,True,True,True
A-2022-03-114,2022-03-20,4,1,4,4,1,True,True,True
A-2022-03-266,2022-03-20,1,0,2,1,0,True,True,True
A-2022-03-221,2022-03-21,1,0,2,1,0,True,True,True
A-2022-03-267,2022-03-21,1,0,1,1,0,True,True,True
A-2022-03-129,2022-03-21,1,0,6,1,0,True,True,True
A-2022-03-89,2022-03-21,1,0,2,1,0,True,True,True
A-2022-03-196,2022-03-21,1,0,2,1,0,True,True,True
A-2022-03-88,2022-03-21,4,1,6,4,1,True,True,True
A-2022-03-270,2022-03-21,1,0,2,1,0,True,True,True
