contrato,entradas,umbral_validacion,f1_multifatal,precision_multifatal,recall_multifatal,pr_auc,roc_auc
canonico_169,169,0.6,0.3915022761760243,0.2786177105831533,0.6581632653061225,0.32815605704106965,0.8128224127788588
enriquecido_vehiculos,179,0.6,0.3937007874015748,0.2847380410022779,0.6377551020408163,0.30294399850404774,0.8079607674555411
