row_index,fecha,departamento,actual_multifatal,raw_probability,raw_threshold,raw_prediction,calibration_method,calibrated_probability,calibrated_threshold,calibrated_prediction
7150,2024-02-29,LIMA,0,0.034591228,0.8,0,platt,0.03177261833565813,0.3,0
7151,2024-03-01,APURIMAC,1,0.54170185,0.8,0,platt,0.1973214673763964,0.3,0
7152,2024-03-01,CAJAMARCA,0,0.0023915388,0.8,0,platt,0.006863789456121397,0.3,0
7153,2024-03-01,TACNA,1,0.80652654,0.8,1,platt,0.3368991833639962,0.3,1
7154,2024-03-01,PUNO,0,0.6793352,0.8,0,platt,0.25597065594846646,0.3,0
7155,2024-03-02,LIMA,1,0.048074316,0.8,0,platt,0.03845045890783243,0.3,0
7156,2024-03-02,LIMA,0,0.011683782,0.8,0,platt,0.017030920796820892,0.3,0
7157,2024-03-02,CAJAMARCA,0,0.8664201,0.8,1,platt,0.39591536085073625,0.3,1
7158,2024-03-03,JUNIN,0,0.012610773,0.8,0,platt,0.01779242245194726,0.3,0
7159,2024-03-03,LA LIBERTAD,0,0.6142448,0.8,0,platt,0.2259227807440684,0.3,0
7160,2024-03-03,AYACUCHO,0,4.493233e-08,0.8,0,platt,7.81343183520656e-05,0.3,0
7161,2024-03-04,PUNO,0,0.029927377,0.8,0,platt,0.029225391843433847,0.3,0
7162,2024-03-04,TACNA,0,0.0036948223,0.8,0,platt,0.008807521914667424,0.3,0
7163,2024-03-04,TACNA,0,0.7299264,0.8,0,platt,0.2835852430802186,0.3,0
7164,2024-03-04,LIMA,0,0.65995145,0.8,0,platt,0.2464757595755244,0.3,0
7165,2024-03-04,LIMA,0,0.00010243976,0.8,0,platt,0.0011231057476752608,0.3,0
7166,2024-03-05,LA LIBERTAD,0,0.0018511051,0.8,0,platt,0.005926000903172117,0.3,0
7167,2024-03-05,CUSCO,0,0.8770704,0.8,1,platt,0.4091165141933336,0.3,1
7168,2024-03-05,AREQUIPA,0,0.9657614,0.8,1,platt,0.6044707767197272,0.3,1
7169,2024-03-05,AREQUIPA,0,0.0049810237,0.8,0,platt,0.010451441119199956,0.3,0
7170,2024-03-06,ICA,0,0.0022426455,0.8,0,platt,0.0066153901176501054,0.3,0
7171,2024-03-06,CAJAMARCA,0,0.0007452007,0.8,0,platt,0.0035150397077004635,0.3,0
7172,2024-03-06,ICA,0,0.5918552,0.8,0,platt,0.21663879954574763,0.3,0
7173,2024-03-06,LIMA,0,0.00027993886,0.8,0,platt,0.0020024249443330398,0.3,0
7174,2024-03-07,LIMA,0,0.047832977,0.8,0,platt,0.038338043437314694,0.3,0
7175,2024-03-07,ICA,0,8.344243e-06,0.8,0,platt,0.00026513744943325605,0.3,0
7176,2024-03-07,AREQUIPA,0,2.6011729e-05,0.8,0,platt,0.000510248937932208,0.3,0
7177,2024-03-07,CAJAMARCA,0,0.39931068,0.8,0,platt,0.14999742709375913,0.3,0
7178,2024-03-07,LA LIBERTAD,0,0.099245846,0.8,0,platt,0.058975741602405644,0.3,0
7179,2024-03-07,PUNO,0,0.004825902,0.8,0,platt,0.010263734603797528,0.3,0
7180,2024-03-08,CALLAO,0,0.6187289,0.8,0,platt,0.22783892060417033,0.3,0
7181,2024-03-08,LA LIBERTAD,0,0.11532122,0.8,0,platt,0.06458535524890029,0.3,0
7182,2024-03-08,LIMA,0,0.003965538,0.8,0,platt,0.009171701340070731,0.3,0
7183,2024-03-08,CAJAMARCA,0,0.0013230316,0.8,0,platt,0.004887296921989576,0.3,0
7184,2024-03-09,LIMA,0,0.0018366678,0.8,0,platt,0.005899443670921968,0.3,0
7185,2024-03-09,CAJAMARCA,0,0.07701433,0.8,0,platt,0.05069216122399563,0.3,0
7186,2024-03-10,LIMA,0,0.0003648381,0.8,0,platt,0.002331815397777317,0.3,0
7187,2024-03-10,LIMA,0,0.013803423,0.8,0,platt,0.01873802667958394,0.3,0
7188,2024-03-10,AREQUIPA,0,0.0023381407,0.8,0,platt,0.006775487944146705,0.3,0
7189,2024-03-10,LA LIBERTAD,0,0.69191027,0.8,0,platt,0.26242345028180714,0.3,0
7190,2024-03-10,TACNA,0,5.370452e-06,0.8,0,platt,0.0002057148495600828,0.3,0
7191,2024-03-10,LIMA,0,7.40774e-06,0.8,0,platt,0.0002475706517001246,0.3,0
7192,2024-03-11,JUNIN,0,0.0055808215,0.8,0,platt,0.01115476145212367,0.3,0
7193,2024-03-11,CAJAMARCA,1,0.7456858,0.8,0,platt,0.29321668845375715,0.3,0
7194,2024-03-11,CUSCO,0,0.038336333,0.8,0,platt,0.033718360466280094,0.3,0
7195,2024-03-11,LIMA,1,0.6692378,0.8,0,platt,0.25095963491565854,0.3,0
7196,2024-03-12,LIMA,0,0.01179,0.8,0,platt,0.017119447717872997,0.3,0
7197,2024-03-12,LIMA,0,5.1156403e-06,0.8,0,platt,0.00020003612519847556,0.3,0
7198,2024-03-12,AYACUCHO,1,0.76791215,0.8,0,platt,0.30784401853711874,0.3,1
7199,2024-03-12,LIMA,0,0.008715543,0.8,0,platt,0.014398996172139415,0.3,0
7200,2024-03-12,LIMA,0,0.58933115,0.8,0,platt,0.21562013281554235,0.3,0
7201,2024-03-12,AREQUIPA,1,0.9561531,0.8,1,platt,0.5685402649419328,0.3,1
7202,2024-03-12,AYACUCHO,0,0.0027911132,0.8,0,platt,0.007499545242763222,0.3,0
7203,2024-03-12,AREQUIPA,1,0.8139345,0.8,1,platt,0.34312713348648377,0.3,1
7204,2024-03-12,PUNO,0,0.003266887,0.8,0,platt,0.008207616182091539,0.3,0
7205,2024-03-13,CUSCO,0,0.0012398667,0.8,0,platt,0.004708534658115549,0.3,0
7206,2024-03-13,TACNA,0,0.011029172,0.8,0,platt,0.01647759527517532,0.3,0
7207,2024-03-13,LIMA,0,0.001086185,0.8,0,platt,0.0043641008157645845,0.3,0
7208,2024-03-14,LIMA,0,1.0531922e-05,0.8,0,platt,0.0003031792693189945,0.3,0
7209,2024-03-14,CUSCO,0,3.6392787e-05,0.8,0,platt,0.0006190748325916148,0.3,0
7210,2024-03-14,LIMA,0,0.7746366,0.8,0,platt,0.3125421706397157,0.3,1
7211,2024-03-15,ICA,0,6.69535e-07,0.8,0,platt,7.81343183520656e-05,0.3,0
7212,2024-03-15,ICA,0,0.00019822858,0.8,0,platt,0.0016419263940204078,0.3,0
7213,2024-03-15,ICA,0,4.158582e-05,0.8,0,platt,0.000668482413058218,0.3,0
7214,2024-03-15,CAJAMARCA,1,0.7326054,0.8,0,platt,0.28518323460998135,0.3,0
7215,2024-03-15,LIMA,0,0.016353894,0.8,0,platt,0.020650796290244276,0.3,0
7216,2024-03-16,JUNIN,0,0.02680556,0.8,0,platt,0.027428513061754835,0.3,0
7217,2024-03-17,APURIMAC,0,0.006990901,0.8,0,platt,0.012690886417402134,0.3,0
7218,2024-03-17,AREQUIPA,0,0.015007388,0.8,0,platt,0.019658074125005347,0.3,0
7219,2024-03-17,LIMA,1,0.95910496,0.8,1,platt,0.5787921699218582,0.3,1
7220,2024-03-17,LIMA,0,0.008674631,0.8,0,platt,0.014360248817181523,0.3,0
7221,2024-03-17,LIMA,0,0.14973809,0.8,0,platt,0.07587795079275719,0.3,0
7222,2024-03-17,CUSCO,0,0.0007118626,0.8,0,platt,0.0034238335724815715,0.3,0
7223,2024-03-18,PUNO,0,0.024766251,0.8,0,platt,0.026207753001641965,0.3,0
7224,2024-03-18,LA LIBERTAD,0,3.729882e-06,0.8,0,platt,0.0001667608289745652,0.3,0
7225,2024-03-18,LIMA,0,2.6152637e-05,0.8,0,platt,0.0005118384137427124,0.3,0
7226,2024-03-18,LIMA,0,2.9892688e-05,0.8,0,platt,0.0005527794429464863,0.3,0
7227,2024-03-18,LIMA,0,0.00668408,0.8,0,platt,0.012368852681670262,0.3,0
7228,2024-03-18,CUSCO,0,0.001995137,0.8,0,platt,0.006186253526000908,0.3,0
7229,2024-03-18,AMAZONAS,0,0.0046282597,0.8,0,platt,0.010020788911044477,0.3,0
7230,2024-03-19,CUSCO,0,0.0054490077,0.8,0,platt,0.0110030874879971,0.3,0
7231,2024-03-19,PIURA,0,0.15391706,0.8,0,platt,0.07719912790138511,0.3,0
7232,2024-03-19,AREQUIPA,0,0.087919354,0.8,0,platt,0.0548449592090862,0.3,0
7233,2024-03-20,AREQUIPA,0,0.00021319953,0.8,0,platt,0.001712141447649507,0.3,0
7234,2024-03-20,PUNO,0,0.0033921856,0.8,0,platt,0.008386580680797171,0.3,0
7235,2024-03-21,CAJAMARCA,0,0.05106004,0.8,0,platt,0.039823485084284245,0.3,0
7236,2024-03-21,AYACUCHO,0,7.3879346e-05,0.8,0,platt,0.0009305467327022039,0.3,0
7237,2024-03-21,JUNIN,1,0.7663673,0.8,0,platt,0.30678367792371625,0.3,1
7238,2024-03-22,LIMA,0,0.00049392716,0.8,0,platt,0.0027753133785413777,0.3,0
7239,2024-03-22,LIMA,0,0.0008330107,0.8,0,platt,0.0037472769111891718,0.3,0
7240,2024-03-22,JUNIN,0,0.0067247897,0.8,0,platt,0.012411939125250354,0.3,0
7241,2024-03-22,HUANCAVELICA,0,0.05849582,0.8,0,platt,0.04311461076453864,0.3,0
7242,2024-03-22,AREQUIPA,0,0.8410516,0.8,1,platt,0.3682379824444563,0.3,1
7243,2024-03-22,AREQUIPA,0,0.006464207,0.8,0,platt,0.012134173338286218,0.3,0
7244,2024-03-22,LIMA,0,0.009656567,0.8,0,platt,0.015269813195071412,0.3,0
7245,2024-03-23,LIMA,0,4.3811e-05,0.8,0,platt,0.0006888439916202931,0.3,0
7246,2024-03-23,PUNO,0,0.023702687,0.8,0,platt,0.025554561855390193,0.3,0
7247,2024-03-23,JUNIN,1,0.7688416,0.8,0,platt,0.3084853484397711,0.3,1
7248,2024-03-23,CAJAMARCA,0,0.012634028,0.8,0,platt,0.01781121437122075,0.3,0
7249,2024-03-23,LIMA,0,0.034393247,0.8,0,platt,0.03166744761610852,0.3,0
7250,2024-03-24,ICA,0,0.06886943,0.8,0,platt,0.047452719844870164,0.3,0
7251,2024-03-24,LIMA,0,0.3206681,0.8,0,platt,0.12654930241472667,0.3,0
7252,2024-03-24,PUNO,0,0.01821924,0.8,0,platt,0.02197075589398109,0.3,0
7253,2024-03-24,ICA,0,1.0045041e-07,0.8,0,platt,7.81343183520656e-05,0.3,0
7254,2024-03-24,LA LIBERTAD,1,0.6546132,0.8,0,platt,0.24394939702072568,0.3,0
7255,2024-03-24,LIMA,0,0.31689933,0.8,0,platt,0.12544849103614036,0.3,0
7256,2024-03-24,HUANCAVELICA,0,0.0009243992,0.8,0,platt,0.0039781200819667805,0.3,0
7257,2024-03-24,AREQUIPA,0,0.014034348,0.8,0,platt,0.01891705099269955,0.3,0
7258,2024-03-25,PIURA,0,0.005716074,0.8,0,platt,0.011308806124627615,0.3,0
7259,2024-03-25,PIURA,0,9.370709e-06,0.8,0,platt,0.0002834554971970099,0.3,0
7260,2024-03-25,LIMA,0,0.019731365,0.8,0,platt,0.022999490595391657,0.3,0
7261,2024-03-25,LIMA,0,0.0050728405,0.8,0,platt,0.010561366229539125,0.3,0
7262,2024-03-25,ICA,0,0.00031341947,0.8,0,platt,0.002136809266262453,0.3,0
7263,2024-03-25,CUSCO,0,0.00038769215,0.8,0,platt,0.002414695193455197,0.3,0
7264,2024-03-26,PUNO,0,0.3006746,0.8,0,platt,0.120722279630988,0.3,0
7265,2024-03-26,CUSCO,0,0.7543261,0.8,0,platt,0.29874791455953287,0.3,0
7266,2024-03-26,LIMA,0,0.0009116482,0.8,0,platt,0.003946516802655311,0.3,0
7267,2024-03-26,AREQUIPA,1,0.9753608,0.8,1,platt,0.6500671510508518,0.3,1
7268,2024-03-27,PIURA,0,0.0002385076,0.8,0,platt,0.001826233032942457,0.3,0
7269,2024-03-28,ICA,0,0.71297216,0.8,0,platt,0.27381503380150857,0.3,0
7270,2024-03-28,ICA,0,0.805199,0.8,1,platt,0.3358082015486385,0.3,1
7271,2024-03-28,ICA,0,0.9689609,0.8,1,platt,0.618347689543635,0.3,1
7272,2024-03-28,AMAZONAS,1,0.915175,0.8,1,platt,0.4676903605476607,0.3,1
7273,2024-03-29,AYACUCHO,0,0.0017088826,0.8,0,platt,0.0056603650111420305,0.3,0
7274,2024-03-29,TACNA,0,0.00018322287,0.8,0,platt,0.0015692439443441176,0.3,0
7275,2024-03-29,LIMA,0,0.008671166,0.8,0,platt,0.014356964030610254,0.3,0
7276,2024-03-29,PIURA,1,0.03372096,0.8,0,platt,0.03130846860657103,0.3,0
7277,2024-03-29,PUNO,0,0.0383553,0.8,0,platt,0.033728013650529555,0.3,0
7278,2024-03-29,PUNO,0,0.053488255,0.8,0,platt,0.040917307323716984,0.3,0
7279,2024-03-29,LA LIBERTAD,0,0.767564,0.8,0,platt,0.3076044492220375,0.3,1
7280,2024-03-30,AYACUCHO,0,0.083815485,0.8,0,platt,0.05330443400219789,0.3,0
7281,2024-03-30,LIMA,0,2.0227306e-08,0.8,0,platt,7.81343183520656e-05,0.3,0
7282,2024-03-30,LIMA,0,0.004370961,0.8,0,platt,0.009697748712796665,0.3,0
7283,2024-03-30,CAJAMARCA,0,0.0019405354,0.8,0,platt,0.0060885711569996425,0.3,0
7284,2024-03-31,CUSCO,1,0.9346589,0.8,1,platt,0.5082567684271835,0.3,1
7285,2024-03-31,AREQUIPA,0,0.89636725,0.8,1,platt,0.4361680068359208,0.3,1
7286,2024-04-01,LIMA,0,8.39219e-05,0.8,0,platt,0.0010013645278069904,0.3,0
7287,2024-04-01,LA LIBERTAD,0,0.0071963747,0.8,0,platt,0.012903175975695434,0.3,0
7288,2024-04-01,LIMA,0,7.548325e-08,0.8,0,platt,7.81343183520656e-05,0.3,0
7289,2024-04-01,LIMA,0,0.0045351945,0.8,0,platt,0.009904854998674772,0.3,0
7290,2024-04-01,LIMA,0,0.026357489,0.8,0,platt,0.027163682024247605,0.3,0
7291,2024-04-01,PIURA,0,2.2363445e-05,0.8,0,platt,0.0004677321572476642,0.3,0
7292,2024-04-02,HUANCAVELICA,1,0.80431104,0.8,1,platt,0.33508254418543076,0.3,1
7293,2024-04-02,LA LIBERTAD,0,0.9705891,0.8,1,platt,0.6258710803187099,0.3,1
7294,2024-04-02,LIMA,0,0.002121364,0.8,0,platt,0.006407790519685549,0.3,0
7295,2024-04-02,LIMA,0,0.008368715,0.8,0,platt,0.0140680069370422,0.3,0
7296,2024-04-02,LIMA,0,0.116145924,0.8,0,platt,0.06486634326552498,0.3,0
7297,2024-04-02,CAJAMARCA,0,0.00024430666,0.8,0,platt,0.0018516373896940192,0.3,0
7298,2024-04-02,CAJAMARCA,0,0.4617211,0.8,0,platt,0.16969522002983548,0.3,0
7299,2024-04-03,TUMBES,0,0.00093692803,0.8,0,platt,0.004008991976164931,0.3,0
7300,2024-04-03,LIMA,1,0.62343395,0.8,0,platt,0.22987120469869524,0.3,0
7301,2024-04-04,CUSCO,0,0.09065542,0.8,0,platt,0.05585838074443612,0.3,0
7302,2024-04-04,PIURA,0,0.0013484906,0.8,0,platt,0.004941052909032785,0.3,0
7303,2024-04-04,LIMA,0,0.009754054,0.8,0,platt,0.015357912498918613,0.3,0
7304,2024-04-04,CUSCO,0,0.0016212211,0.8,0,platt,0.005491907083465576,0.3,0
7305,2024-04-04,TACNA,0,0.029585801,0.8,0,platt,0.029032671419656732,0.3,0
7306,2024-04-05,LA LIBERTAD,0,0.910407,0.8,1,platt,0.4591098394978264,0.3,1
7307,2024-04-05,LIMA,0,0.13073714,0.8,0,platt,0.06974525356549356,0.3,0
7308,2024-04-05,LA LIBERTAD,0,0.37626204,0.8,0,platt,0.14300488148814533,0.3,0
7309,2024-04-05,PASCO,0,4.1165455e-05,0.8,0,platt,0.0006645843525571034,0.3,0
7310,2024-04-05,CALLAO,0,9.4861184e-07,0.8,0,platt,7.81343183520656e-05,0.3,0
7311,2024-04-05,LIMA,0,0.006637551,0.8,0,platt,0.01231946889073087,0.3,0
7312,2024-04-05,SAN MARTIN,0,2.9660125e-05,0.8,0,platt,0.0005502995419471208,0.3,0
7313,2024-04-06,ICA,0,0.056184236,0.8,0,platt,0.042109606521884516,0.3,0
7314,2024-04-06,AREQUIPA,1,0.024636887,0.8,0,platt,0.026128934587332894,0.3,0
7315,2024-04-06,APURIMAC,0,0.46107897,0.8,0,platt,0.16948562517640958,0.3,0
7316,2024-04-06,PIURA,0,0.00020053016,0.8,0,platt,0.0016528642776227466,0.3,0
7317,2024-04-07,LA LIBERTAD,0,0.5382053,0.8,0,platt,0.19604048257126266,0.3,0
7318,2024-04-07,HUANCAVELICA,0,0.7563337,0.8,0,platt,0.3000604205168596,0.3,1
7319,2024-04-07,CUSCO,0,0.0012121662,0.8,0,platt,0.004647861907876956,0.3,0
7320,2024-04-07,PUNO,0,4.122054e-06,0.8,0,platt,0.00017664383152746522,0.3,0
7321,2024-04-08,TUMBES,0,0.000697071,0.8,0,platt,0.003382784342805552,0.3,0
7322,2024-04-08,CUSCO,0,0.0037759156,0.8,0,platt,0.008917777255997754,0.3,0
7323,2024-04-08,LA LIBERTAD,1,0.8502649,0.8,1,platt,0.3777487920831522,0.3,1
7324,2024-04-08,LIMA,0,0.016598899,0.8,0,platt,0.020827659735289918,0.3,0
7325,2024-04-08,AREQUIPA,0,0.00030656118,0.8,0,platt,0.0021097997135727854,0.3,0
7326,2024-04-09,AREQUIPA,0,0.0024034015,0.8,0,platt,0.006883291193844153,0.3,0
7327,2024-04-09,PIURA,0,0.014772092,0.8,0,platt,0.01948079502439162,0.3,0
7328,2024-04-09,LIMA,0,0.07847629,0.8,0,platt,0.05126032968448327,0.3,0
7329,2024-04-09,LIMA,0,0.01174083,0.8,0,platt,0.01707850955586058,0.3,0
7330,2024-04-10,TACNA,0,0.07672123,0.8,0,platt,0.050577793504526646,0.3,0
7331,2024-04-10,CAJAMARCA,0,0.34756824,0.8,0,platt,0.13445271373938417,0.3,0
7332,2024-04-10,CAJAMARCA,0,0.00051960425,0.8,0,platt,0.0028573282024709516,0.3,0
7333,2024-04-10,PUNO,1,0.69319206,0.8,0,platt,0.26309515227138525,0.3,0
7334,2024-04-10,ICA,0,0.016164053,0.8,0,platt,0.020512984494109706,0.3,0
7335,2024-04-10,TACNA,0,0.0048853746,0.8,0,platt,0.010336000941429413,0.3,0
7336,2024-04-11,AYACUCHO,0,0.8749876,0.8,1,platt,0.40644875940422,0.3,1
7337,2024-04-11,PASCO,1,0.008013389,0.8,0,platt,0.013722773996776062,0.3,0
7338,2024-04-12,CAJAMARCA,0,0.04616182,0.8,0,platt,0.03755343141477276,0.3,0
7339,2024-04-12,ICA,0,0.012752844,0.8,0,platt,0.017906998695321214,0.3,0
7340,2024-04-12,ICA,0,0.015711589,0.8,0,platt,0.020181741550462626,0.3,0
7341,2024-04-12,PUNO,0,0.7305395,0.8,0,platt,0.2839495832887064,0.3,0
7342,2024-04-12,LA LIBERTAD,0,0.14707212,0.8,0,platt,0.07503032485025232,0.3,0
7343,2024-04-13,CUSCO,0,0.0026090783,0.8,0,platt,0.007215107485366853,0.3,0
7344,2024-04-13,PIURA,0,0.40891877,0.8,0,platt,0.15295130264535617,0.3,0
7345,2024-04-13,LA LIBERTAD,0,0.8251566,0.8,1,platt,0.3530473235533433,0.3,1
7346,2024-04-14,CUSCO,0,0.0015267339,0.8,0,platt,0.005305906184792967,0.3,0
7347,2024-04-14,LIMA,0,0.007095916,0.8,0,platt,0.012799713492064954,0.3,0
7348,2024-04-14,PUNO,0,0.008706001,0.8,0,platt,0.014389965694328717,0.3,0
7349,2024-04-14,AREQUIPA,0,0.046187315,0.8,0,platt,0.037565484708246825,0.3,0
7350,2024-04-14,AREQUIPA,0,0.29084358,0.8,0,platt,0.11786590781699362,0.3,0
7351,2024-04-14,LIMA,0,0.50239074,0.8,0,platt,0.18333486210445865,0.3,0
7352,2024-04-15,LIMA,0,0.012024721,0.8,0,platt,0.017313880486210437,0.3,0
7353,2024-04-15,AYACUCHO,0,0.016293695,0.8,0,platt,0.020607169400983588,0.3,0
7354,2024-04-15,LIMA,0,0.000877538,0.8,0,platt,0.0038610331549263728,0.3,0
7355,2024-04-15,AYACUCHO,0,0.6350136,0.8,0,platt,0.23497160037160938,0.3,0
7356,2024-04-15,CUSCO,0,0.015446771,0.8,0,platt,0.019986001702278423,0.3,0
7357,2024-04-15,SAN MARTIN,0,1.3671761e-06,0.8,0,platt,9.355534341027906e-05,0.3,0
7358,2024-04-16,HUANCAVELICA,0,0.00018847566,0.8,0,platt,0.0015949651263805057,0.3,0
7359,2024-04-17,AREQUIPA,0,0.82903934,0.8,1,platt,0.3566274852751823,0.3,1
7360,2024-04-18,LA LIBERTAD,0,0.08192906,0.8,0,platt,0.05258757458384799,0.3,0
7361,2024-04-19,HUANCAVELICA,0,0.8817366,0.8,1,platt,0.4152573114214373,0.3,1
7362,2024-04-19,AREQUIPA,0,0.054839287,0.8,0,platt,0.04151761003847091,0.3,0
7363,2024-04-19,ICA,0,0.006664337,0.8,0,platt,0.012347916406556168,0.3,0
7364,2024-04-20,CAJAMARCA,0,0.21183038,0.8,0,platt,0.09481337523975739,0.3,0
7365,2024-04-21,LA LIBERTAD,0,0.5371344,0.8,0,platt,0.19564968277555256,0.3,0
7366,2024-04-21,PIURA,0,0.7531323,0.8,0,platt,0.2979724164117788,0.3,0
7367,2024-04-21,CAJAMARCA,0,1.1959777e-06,0.8,0,platt,8.661753526066493e-05,0.3,0
7368,2024-04-21,LIMA,0,0.0072009405,0.8,0,platt,0.012907863593555566,0.3,0
7369,2024-04-21,LIMA,0,0.5410457,0.8,0,platt,0.19708049766225616,0.3,0
7370,2024-04-21,CAJAMARCA,0,0.041369934,0.8,0,platt,0.035238971784139206,0.3,0
7371,2024-04-21,LIMA,0,0.70586133,0.8,0,platt,0.2698820514414681,0.3,0
7372,2024-04-21,PIURA,0,0.0011949973,0.8,0,platt,0.0046099591671555674,0.3,0
7373,2024-04-21,CAJAMARCA,0,0.0025414021,0.8,0,platt,0.007107205168026183,0.3,0
7374,2024-04-22,ICA,0,0.0040771966,0.8,0,platt,0.009318792265573334,0.3,0
7375,2024-04-22,SAN MARTIN,0,3.7240014e-05,0.8,0,platt,0.000627330649015028,0.3,0
7376,2024-04-22,LIMA,0,0.023202531,0.8,0,platt,0.02524318458822869,0.3,0
7377,2024-04-23,LIMA,0,0.018671963,0.8,0,platt,0.022282394337174775,0.3,0
7378,2024-04-23,LA LIBERTAD,0,0.020582141,0.8,0,platt,0.02356374794998535,0.3,0
7379,2024-04-24,LIMA,0,0.00037478615,0.8,0,platt,0.0023681559923501034,0.3,0
7380,2024-04-24,PUNO,0,0.0014521371,0.8,0,platt,0.005155555582357306,0.3,0
7381,2024-04-24,LIMA,0,3.1514628e-05,0.8,0,platt,0.0005698521787166812,0.3,0
7382,2024-04-25,LA LIBERTAD,0,0.0052965004,0.8,0,platt,0.01082562803408885,0.3,0
7383,2024-04-25,AREQUIPA,0,0.16626807,0.8,0,platt,0.08105517335041293,0.3,0
7384,2024-04-25,LA LIBERTAD,0,0.93580955,0.8,1,platt,0.5109913236695657,0.3,1
7385,2024-04-26,TUMBES,0,0.0001279222,0.8,0,platt,0.001276234120508347,0.3,0
7386,2024-04-26,LIMA,0,0.000267812,0.8,0,platt,0.0019520773819215994,0.3,0
7387,2024-04-26,LIMA,0,2.0994663e-05,0.8,0,platt,0.0004510294316610189,0.3,0
7388,2024-04-26,AYACUCHO,1,0.91297245,0.8,1,platt,0.4636711087231032,0.3,1
7389,2024-04-27,CAJAMARCA,0,0.007563835,0.8,0,platt,0.013276469502306468,0.3,0
7390,2024-04-27,ICA,0,0.05163512,0.8,0,platt,0.04008432244262012,0.3,0
7391,2024-04-27,CAJAMARCA,0,0.3102889,0.8,0,platt,0.12352061889397686,0.3,0
7392,2024-04-28,LIMA,0,0.0025209815,0.8,0,platt,0.0070744057712935635,0.3,0
7393,2024-04-28,LIMA,0,0.53947777,0.8,0,platt,0.19650575739382745,0.3,0
7394,2024-04-28,ICA,0,0.0716435,0.8,0,platt,0.04857085953739876,0.3,0
7395,2024-04-28,LIMA,0,7.341413e-06,0.8,0,platt,0.00024629173465809065,0.3,0
7396,2024-04-28,LA LIBERTAD,0,0.025889048,0.8,0,platt,0.026884813103753746,0.3,0
7397,2024-04-28,AREQUIPA,0,0.0021637192,0.8,0,platt,0.0064808542028083295,0.3,0
7398,2024-04-28,CAJAMARCA,0,0.0008857918,0.8,0,platt,0.0038818462642740705,0.3,0
7399,2024-04-28,CAJAMARCA,1,0.9964331,0.8,1,platt,0.8512985744051221,0.3,1
7400,2024-04-29,LIMA,0,8.392768e-08,0.8,0,platt,7.81343183520656e-05,0.3,0
7401,2024-04-29,CAJAMARCA,0,0.73022884,0.8,0,platt,0.283764868582515,0.3,0
7402,2024-04-29,AREQUIPA,0,5.690824e-05,0.8,0,platt,0.000800761591691295,0.3,0
7403,2024-04-30,LIMA,0,0.003217571,0.8,0,platt,0.00813637362273862,0.3,0
7404,2024-05-01,CUSCO,0,0.005029586,0.8,0,platt,0.010509688232185862,0.3,0
7405,2024-05-01,LIMA,0,0.000105302504,0.8,0,platt,0.0011410593641096123,0.3,0
7406,2024-05-01,ICA,0,0.015507113,0.8,0,platt,0.020030727582991743,0.3,0
7407,2024-05-01,LIMA,0,0.008691158,0.8,0,platt,0.014375910959661967,0.3,0
7408,2024-05-01,LA LIBERTAD,0,0.7816442,0.8,0,platt,0.3175878364710267,0.3,1
7409,2024-05-01,PASCO,0,0.00015004414,0.8,0,platt,0.0013988884632145477,0.3,0
7410,2024-05-01,CALLAO,0,0.17920521,0.8,0,platt,0.08502672381879361,0.3,0
7411,2024-05-01,PIURA,1,0.012363679,0.8,0,platt,0.017591834662273854,0.3,0
7412,2024-05-01,LA LIBERTAD,0,0.0047843195,0.8,0,platt,0.010212979801744527,0.3,0
7413,2024-05-02,AREQUIPA,0,6.408499e-05,0.8,0,platt,0.000857414026089577,0.3,0
7414,2024-05-02,CUSCO,0,6.793029e-08,0.8,0,platt,7.81343183520656e-05,0.3,0
7415,2024-05-02,PUNO,0,0.32554525,0.8,0,platt,0.12797589725461297,0.3,0
7416,2024-05-02,LIMA,0,0.014168462,0.8,0,platt,0.01902045036697661,0.3,0
7417,2024-05-02,LIMA,0,0.00029660616,0.8,0,platt,0.0020701320547475512,0.3,0
7418,2024-05-02,LIMA,0,0.9935658,0.8,1,platt,0.8027184785448597,0.3,1
7419,2024-05-02,CAJAMARCA,0,6.873732e-08,0.8,0,platt,7.81343183520656e-05,0.3,0
7420,2024-05-02,PUNO,0,0.019456817,0.8,0,platt,0.022815236409524542,0.3,0
7421,2024-05-02,LIMA,0,0.031829614,0.8,0,platt,0.03028259994060027,0.3,0
7422,2024-05-03,AREQUIPA,0,1.6685492e-06,0.8,0,platt,0.0001049289099773685,0.3,0
7423,2024-05-04,LIMA,0,0.64742166,0.8,0,platt,0.2406023101616743,0.3,0
7424,2024-05-04,CUSCO,0,0.0064079035,0.8,0,platt,0.012073531656974473,0.3,0
7425,2024-05-04,LIMA,0,0.011123973,0.8,0,platt,0.01655857712680014,0.3,0
7426,2024-05-04,CUSCO,0,0.0043414724,0.8,0,platt,0.009660211713397853,0.3,0
7427,2024-05-04,LA LIBERTAD,0,0.0060603824,0.8,0,platt,0.011694065400428883,0.3,0
7428,2024-05-04,CUSCO,0,0.006293626,0.8,0,platt,0.011949743954737246,0.3,0
7429,2024-05-04,PIURA,0,0.00011584963,0.8,0,platt,0.0012054828469642057,0.3,0
7430,2024-05-05,CUSCO,0,0.00029037695,0.8,0,platt,0.002045021784606362,0.3,0
7431,2024-05-05,LIMA,0,0.35221884,0.8,0,platt,0.13582908541611594,0.3,0
