year,status,n,positives,prevalence,threshold,f1_multifatal,precision_multifatal,recall_multifatal,pr_auc,roc_auc
2024,historical_reference_descriptive_only,1554,151,0.09716859716859717,0.15,0.39447731755424065,0.2808988764044944,0.6622516556291391,0.3424233226787406,0.7838454022364564
2025,historical_reference_descriptive_only,678,71,0.10471976401179942,0.15,0.40816326530612246,0.28735632183908044,0.704225352112676,0.2963392394929243,0.8061814047381489
