config_id,median_val_pr_auc,median_val_f1,pr_auc_iqr
MLP_64_32,0.2537991342122322,0.3295269168026101,0.010836915909444245
MLP_32_16,0.2470882145050529,0.3436928702010969,0.009665288571511
MLP_32,0.23970791248339995,0.3322884012539185,0.001986436185563767
